Source,User ID,Source
Offline Campaign,QWW586751,Offline Campaign
Facebook,QWX13104520,Facebook
Instagram,QWZ1048489,Instagram
Facebook,QXD1352131,Facebook
Snapchat,QXE20104628,Snapchat
Facebook,QXI11105177,Facebook
Instagram,QXS19105279,Instagram
Facebook,QXT1887921,Facebook
Offline Campaign,QYB2072648,Offline Campaign
Offline Campaign,QYD11101364,Offline Campaign
Instagram,QYM1319359,Instagram
Offline Campaign,QYN1410287,Offline Campaign
Instagram,QYW1796252,Instagram
Organic,QZE1325650,Organic
Offline Campaign,QZL2470059,Offline Campaign
Instagram,QZM581399,Instagram
Instagram,RAC1317325,Instagram
Organic,RAN1106956,Organic
Google,RAY1485461,Google
Organic,RBI2278645,Organic
Instagram,RBW1941859,Instagram
Facebook,RBX765166,Facebook
Organic,RCB2126625,Organic
Instagram,RCD771283,Instagram
Facebook,RCJ592697,Facebook
Offline Campaign,RCN273707,Offline Campaign
Snapchat,RCO1369012,Snapchat
Instagram,RCO2034656,Instagram
Google,RCQ1592004,Google
Instagram,RCQ18102171,Instagram
Offline Campaign,RCQ1981588,Offline Campaign
Snapchat,RDG1544802,Snapchat
Google,RDK810473,Google
Snapchat,RDO1583862,Snapchat
Offline Campaign,RDP1327510,Offline Campaign
Snapchat,RDY1014199,Snapchat
Organic,REB1825113,Organic
Instagram,REC765232,Instagram
Snapchat,REU2463345,Snapchat
Facebook,REV1874271,Facebook
Snapchat,REW23102615,Snapchat
Snapchat,RFH1916833,Snapchat
Organic,RFI546911,Organic
Instagram,RFN2477379,Instagram
Instagram,RGL2372156,Instagram
Offline Campaign,RGP1074106,Offline Campaign
Facebook,RGP213395,Facebook
Google,RGX1664494,Google
Google,RGZ2419374,Google
Offline Campaign,RHD152233,Offline Campaign
Instagram,RHU2320673,Instagram
Organic,RID117904,Organic
Snapchat,RIH1553748,Snapchat
Snapchat,RIH211496,Snapchat
Instagram,RII1788104,Instagram
Instagram,RIN2589982,Instagram
Facebook,RIN452461,Facebook
Instagram,RIP2080472,Instagram
Google,RIR2154285,Google
Organic,RJG845018,Organic
Instagram,RJH1298940,Instagram
Organic,RJT2487276,Organic
Offline Campaign,RKE873032,Offline Campaign
Offline Campaign,RKF1243269,Offline Campaign
Facebook,RKG2253772,Facebook
Organic,RKH1059010,Organic
Snapchat,RKK1910191,Snapchat
Snapchat,RKL1261248,Snapchat
Snapchat,RKN539177,Snapchat
Snapchat,RKQ674898,Snapchat
Organic,RKU238787,Organic
Instagram,RLK164158,Instagram
Snapchat,RLL2334119,Snapchat
Instagram,RLT1660096,Instagram
Facebook,RLT1970503,Facebook
Snapchat,RLV173854,Snapchat
Offline Campaign,RLY2153028,Offline Campaign
Google,RMB2388284,Google
Offline Campaign,RME2655278,Offline Campaign
Instagram,RMK1576674,Instagram
Facebook,RMR252368,Facebook
Facebook,RMW175534,Facebook
Facebook,RNG2213719,Facebook
Snapchat,RNH426538,Snapchat
Snapchat,RNI877109,Snapchat
Google,RNL927378,Google
Organic,RNM2155836,Organic
Snapchat,RNO2469186,Snapchat
Offline Campaign,RNW1047121,Offline Campaign
Google,ROP1884207,Google
Instagram,ROP2334374,Instagram
Google,ROS1124876,Google
Instagram,ROY2557009,Instagram
Facebook,RPB1460366,Facebook
Offline Campaign,RPG543704,Offline Campaign
Instagram,RPW1555353,Instagram
Snapchat,RPY482155,Snapchat
Facebook,RPZ1924015,Facebook
Google,RPZ215918,Google
Snapchat,RQI268466,Snapchat
Facebook,RQJ293393,Facebook
Offline Campaign,RQK1092610,Offline Campaign
Offline Campaign,RQQ1427852,Offline Campaign
Google,RQY2310476,Google
Offline Campaign,RRA1025824,Offline Campaign
Offline Campaign,RRA1768619,Offline Campaign
Facebook,RRC2430678,Facebook
Offline Campaign,RRK1235751,Offline Campaign
Offline Campaign,RRP2089034,Offline Campaign
Snapchat,RRQ1148840,Snapchat
Organic,RRR1057627,Organic
Organic,RRU1965796,Organic
Snapchat,RRY1083979,Snapchat
Instagram,RSC1799774,Instagram
Facebook,RSE1954072,Facebook
Organic,RSP2077526,Organic
Facebook,RSQ2498319,Facebook
Organic,RSS1616719,Organic
Snapchat,RSU275189,Snapchat
Offline Campaign,RTF1297014,Offline Campaign
Instagram,RTG2381057,Instagram
Organic,RTH177227,Organic
Snapchat,RTJ20104004,Snapchat
Organic,RTK2348243,Organic
Snapchat,RTP272375,Snapchat
Instagram,RTT26101586,Instagram
Snapchat,RUD13101856,Snapchat
Offline Campaign,RUI1128707,Offline Campaign
Offline Campaign,RUL763726,Offline Campaign
Snapchat,RUM1384060,Snapchat
Offline Campaign,RUT1135637,Offline Campaign
Instagram,RUV1084117,Instagram
Facebook,RUX1365535,Facebook
Facebook,RUY354873,Facebook
Snapchat,RUY394515,Snapchat
Google,RVH1012990,Google
Google,RVK647403,Google
Organic,RVP1248777,Organic
Instagram,RVP2557132,Instagram
Snapchat,RVU114958,Snapchat
Facebook,RWK664503,Facebook
Snapchat,RWM21103935,Snapchat
Instagram,RWT1917967,Instagram
Offline Campaign,RWZ545798,Offline Campaign
Snapchat,RXC2228875,Snapchat
Facebook,RXQ2187612,Facebook
Offline Campaign,RXQ829478,Offline Campaign
Offline Campaign,RXT984144,Offline Campaign
Google,RXV157633,Google
Snapchat,RYB11107988,Snapchat
Instagram,RYG2411808,Instagram
Offline Campaign,RYM2213401,Offline Campaign
Facebook,RYQ97935,Facebook
Organic,RYS764434,Organic
Instagram,RYV2572084,Instagram
Instagram,RYY2447700,Instagram
Facebook,RZC931710,Facebook
Facebook,RZJ8104118,Facebook
Organic,RZN1410086,Organic
Instagram,RZP1966063,Instagram
Facebook,RZR1930714,Facebook
Snapchat,RZS1493384,Snapchat
Offline Campaign,SAA1453226,Offline Campaign
Google,SAB352902,Google
Google,SAC24106968,Google
Instagram,SAD140572,Instagram
Snapchat,SAI2084558,Snapchat
Snapchat,SAV1177430,Snapchat
Google,SAV2124858,Google
Instagram,SBB1391353,Instagram
Offline Campaign,SBG2022788,Offline Campaign
Instagram,SBG582863,Instagram
Offline Campaign,SBH1426271,Offline Campaign
Facebook,SBI2517991,Facebook
Instagram,SBL1083682,Instagram
Facebook,SBP1834290,Facebook
Google,SBQ1840611,Google
Google,SBS990672,Google
Google,SBT1671808,Google
Instagram,SBX698265,Instagram
Instagram,SBZ142093,Instagram
Facebook,SCM1734221,Facebook
Offline Campaign,SCO652428,Offline Campaign
Instagram,SCP1238769,Instagram
Facebook,SCS374046,Facebook
Offline Campaign,SCV1755947,Offline Campaign
Google,SCW2587471,Google
Snapchat,SDB651690,Snapchat
Snapchat,SDF1289874,Snapchat
Offline Campaign,SDH621477,Offline Campaign
Instagram,SDI2460186,Instagram
Organic,SDI398445,Organic
Instagram,SDK1417829,Instagram
Offline Campaign,SDL1350082,Offline Campaign
Offline Campaign,SDN315819,Offline Campaign
Offline Campaign,SDN543875,Offline Campaign
Facebook,SEB853211,Facebook
Snapchat,SEI1882581,Snapchat
Offline Campaign,SEL129765,Offline Campaign
Offline Campaign,SEO144799,Offline Campaign
Snapchat,SET11103860,Snapchat
Snapchat,SEX180142,Snapchat
Organic,SEY1845252,Organic
Google,SFJ1263333,Google
Organic,SFL740647,Organic
Snapchat,SFO1914718,Snapchat
Google,SFP2024525,Google
Instagram,SFY2238961,Instagram
Snapchat,SFY2580121,Snapchat
Snapchat,SFZ177658,Snapchat
Instagram,SGI1281501,Instagram
Snapchat,SGK2266123,Snapchat
Offline Campaign,SGL1727420,Offline Campaign
Google,SGM1363699,Google
Google,SGN1921789,Google
Instagram,SGT1769171,Instagram
Snapchat,SGU493657,Snapchat
Facebook,SHA1248951,Facebook
Instagram,SHB273575,Instagram
Offline Campaign,SHC1599747,Offline Campaign
Offline Campaign,SHI2297116,Offline Campaign
Offline Campaign,SHM2188902,Offline Campaign
Google,SHN537608,Google
Offline Campaign,SHT2578729,Offline Campaign
Google,SIB2223454,Google
Organic,SIH2332334,Organic
Snapchat,SIH6100473,Snapchat
Google,SIN317013,Google
Facebook,SIO169333,Facebook
Offline Campaign,SIR852572,Offline Campaign
Snapchat,SIS227837,Snapchat
Facebook,SIU2499276,Facebook
Organic,SIU543992,Organic
Offline Campaign,SIZ187096,Offline Campaign
Offline Campaign,SJF1459391,Offline Campaign
Instagram,SJF2435334,Instagram
Organic,SJI1164773,Organic
Snapchat,SJM630888,Snapchat
Google,SJR1838346,Google
Facebook,SJZ1285038,Facebook
Offline Campaign,SKH2679323,Offline Campaign
Snapchat,SKI1076074,Snapchat
Facebook,SKO1851048,Facebook
Facebook,SKP1513875,Facebook
Offline Campaign,SKP1817352,Offline Campaign
Instagram,SKQ1758032,Instagram
Instagram,SKU815633,Instagram
Facebook,SKV124408,Facebook
Facebook,SKX2158542,Facebook
Organic,SLD2047577,Organic
Instagram,SLE1366000,Instagram
Snapchat,SLF1458839,Snapchat
Offline Campaign,SLJ778486,Offline Campaign
Snapchat,SLU3105831,Snapchat
Google,SLV1777835,Google
Google,SLZ1136306,Google
Organic,SME1869504,Organic
Facebook,SMH246834,Facebook
Facebook,SMP1929688,Facebook
Organic,SNB2345099,Organic
Offline Campaign,SNC2473677,Offline Campaign
Google,SNE1024807,Google
Facebook,SNG1734599,Facebook
Google,SNH2620367,Google
Instagram,SNK2313398,Instagram
Offline Campaign,SNL15108621,Offline Campaign
Google,SNP4107265,Google
Snapchat,SOB19106749,Snapchat
Instagram,SOG14109293,Instagram
Organic,SOJ384861,Organic
Offline Campaign,SOM1258758,Offline Campaign
Google,SOM621081,Google
Instagram,SPA2454816,Instagram
Snapchat,SPQ1562985,Snapchat
Offline Campaign,SPR518813,Offline Campaign
Snapchat,SPW2338661,Snapchat
Snapchat,SPY535244,Snapchat
Instagram,SQB2365598,Instagram
Snapchat,SQL1870095,Snapchat
Offline Campaign,SQL2333546,Offline Campaign
Instagram,SQX1710635,Instagram
Google,SRB934353,Google
Facebook,SRD743485,Facebook
Google,SRE11106674,Google
Instagram,SRR421726,Instagram
Instagram,SRU880124,Instagram
Instagram,SRY1369957,Instagram
Instagram,SRY251711,Instagram
Facebook,SRZ666303,Facebook
Instagram,SSB685833,Instagram
Organic,SSD207101,Organic
Snapchat,SSD2690570,Snapchat
Snapchat,SSF23103437,Snapchat
Offline Campaign,SSQ1873314,Offline Campaign
Instagram,SSU696342,Instagram
Google,SSV128865,Google
Instagram,STA1788002,Instagram
Facebook,STA2414646,Facebook
Instagram,STA345969,Instagram
Instagram,STC863243,Instagram
Organic,STD1272558,Organic
Facebook,STL1178504,Facebook
Instagram,STP969975,Instagram
Offline Campaign,STZ13101751,Offline Campaign
Offline Campaign,SUA899018,Offline Campaign
Instagram,SUJ879959,Instagram
Offline Campaign,SUM835316,Offline Campaign
Offline Campaign,SUP767752,Offline Campaign
Offline Campaign,SUU671370,Offline Campaign
Facebook,SVA2112792,Facebook
Facebook,SVD2348822,Facebook
Offline Campaign,SVI753163,Offline Campaign
Facebook,SVO2257168,Facebook
Offline Campaign,SVP11101208,Offline Campaign
Organic,SVQ1192673,Organic
Offline Campaign,SVQ1743725,Offline Campaign
Snapchat,SVR1151492,Snapchat
Offline Campaign,SVS21104511,Offline Campaign
Organic,SVS515849,Organic
Organic,SVV474328,Organic
Instagram,SVY8106299,Instagram
Offline Campaign,SVZ2493786,Offline Campaign
Offline Campaign,SWB769111,Offline Campaign
Offline Campaign,SWD1035019,Offline Campaign
Instagram,SWF1841544,Instagram
Facebook,SWN185950,Facebook
Snapchat,SWT959592,Snapchat
Offline Campaign,SWU1562718,Offline Campaign
Instagram,SXB852386,Instagram
Instagram,SXD2467029,Instagram
Organic,SXD374697,Organic
Instagram,SXM215252,Instagram
Facebook,SYA5104700,Facebook
Facebook,SYI463738,Facebook
Instagram,SYN58991,Instagram
Facebook,SYP2628386,Facebook
Offline Campaign,SYT318597,Offline Campaign
Organic,SYU579524,Organic
Facebook,SZG1696804,Facebook
Organic,TAA257842,Organic
Snapchat,TAD2533435,Snapchat
Instagram,TAE23102369,Instagram
Instagram,TAN2490912,Instagram
Snapchat,TAN624846,Snapchat
Instagram,TBA5100542,Instagram
Offline Campaign,TBA787828,Offline Campaign
Snapchat,TBI21109116,Snapchat
Offline Campaign,TBJ2335814,Offline Campaign
Google,TBL243551,Google
Instagram,TBU188809,Instagram
Offline Campaign,TBX2556484,Offline Campaign
Instagram,TBZ5107046,Instagram
Organic,TCA2323856,Organic
Organic,TCN448321,Organic
Instagram,TCO2650976,Instagram
Facebook,TCZ1105438,Facebook
Offline Campaign,TDC2253928,Offline Campaign
Snapchat,TDC2570314,Snapchat
Organic,TDH1397686,Organic
Google,TDP775624,Google
Offline Campaign,TDT1463966,Offline Campaign
Snapchat,TFN595367,Snapchat
Instagram,TFS2394683,Instagram
Offline Campaign,TFU1521279,Offline Campaign
Google,TFX1395106,Google
Snapchat,TFX1576005,Snapchat
Snapchat,TGE9106104,Snapchat
Instagram,TGL1495250,Instagram
Instagram,TGL1567509,Instagram
Facebook,TGP1141175,Facebook
Instagram,TGP689460,Instagram
Instagram,TGR1645279,Instagram
Organic,TGR1857204,Organic
Snapchat,TGW2091497,Snapchat
Offline Campaign,TGX1029427,Offline Campaign
Instagram,TGZ281468,Instagram
Google,THC2649158,Google
Facebook,THD263822,Facebook
Google,THH457414,Google
Google,THJ2229955,Google
Instagram,THT375564,Instagram
Google,TIE376563,Google
Snapchat,TIG1119839,Snapchat
Organic,TII1365892,Organic
Snapchat,TII397347,Snapchat
Instagram,TIL1278753,Instagram
Snapchat,TIM13109536,Snapchat
Organic,TIZ1129316,Organic
Instagram,TIZ2673977,Instagram
Offline Campaign,TJG2087603,Offline Campaign
Google,TJP1020406,Google
Facebook,TJQ1941241,Facebook
Instagram,TJT1327081,Instagram
Organic,TJU2666525,Organic
Instagram,TKC21105894,Instagram
Organic,TKL2297065,Organic
Google,TKQ11108288,Google
Offline Campaign,TLE1488662,Offline Campaign
Offline Campaign,TLG632139,Offline Campaign
Organic,TLP392091,Organic
Snapchat,TLS1336255,Snapchat
Snapchat,TLT412321,Snapchat
Facebook,TLU2458521,Facebook
Organic,TLU5104838,Organic
Instagram,TMA2325926,Instagram
Instagram,TMK2089934,Instagram
Snapchat,TML510263,Snapchat
Google,TMR25100011,Google
Snapchat,TMT1450658,Snapchat
Facebook,TMT2558503,Facebook
Offline Campaign,TMV1585842,Offline Campaign
Google,TMW523937,Google
Offline Campaign,TMX210335,Offline Campaign
Offline Campaign,TNO1948360,Offline Campaign
Google,TNS1179956,Google
Google,TNU1489568,Google
Google,TNX1119566,Google
Snapchat,TOO342804,Snapchat
Facebook,TOR1535169,Facebook
Organic,TOU1955698,Organic
Organic,TOU1981462,Organic
Organic,TOV1231107,Organic
Instagram,TPA5100023,Instagram
Offline Campaign,TPC1086577,Offline Campaign
Organic,TPJ1993699,Organic
Snapchat,TPL119494,Snapchat
Instagram,TPM1829571,Instagram
Organic,TPS1662028,Organic
Instagram,TPS2251006,Instagram
Offline Campaign,TPX1696315,Offline Campaign
Instagram,TPX969600,Instagram
Instagram,TQA1534992,Instagram
Instagram,TQK184684,Instagram
Facebook,TQO20107529,Facebook
Snapchat,TQP426142,Snapchat
Offline Campaign,TQT2066618,Offline Campaign
Instagram,TQY167677,Instagram
Snapchat,TRF161257,Snapchat
Organic,TRH1026913,Organic
Google,TRJ2020913,Google
Facebook,TRK1986541,Facebook
Google,TRS960081,Google
Facebook,TRT2172645,Facebook
Instagram,TRT2444169,Instagram
Offline Campaign,TRV1370734,Offline Campaign
Facebook,TSC2651276,Facebook
Offline Campaign,TSF6104268,Offline Campaign
Facebook,TSI1560282,Facebook
Offline Campaign,TSK1759739,Offline Campaign
Facebook,TSN536129,Facebook
Facebook,TSS1145726,Facebook
Offline Campaign,TST1250754,Offline Campaign
Facebook,TTA417685,Facebook
Snapchat,TTB378168,Snapchat
Offline Campaign,TTB580805,Offline Campaign
Facebook,TTG385089,Facebook
Instagram,TTJ518735,Instagram
Instagram,TTZ1241919,Instagram
Instagram,TTZ2029853,Instagram
Snapchat,TUA10105510,Snapchat
Snapchat,TUF1879749,Snapchat
Facebook,TUS20104655,Facebook
Offline Campaign,TVC2578987,Offline Campaign
Facebook,TVP2610440,Facebook
Organic,TVV88502,Organic
Google,TVY318573,Google
Snapchat,TWG691986,Snapchat
Organic,TWJ1513902,Organic
Snapchat,TWM2525935,Snapchat
Instagram,TWQ2544355,Instagram
Facebook,TWU2162259,Facebook
Snapchat,TWZ411301,Snapchat
Instagram,TXE687525,Instagram
Instagram,TXI1396432,Instagram
Facebook,TXK2136450,Facebook
Instagram,TXL482200,Instagram
Organic,TXO2678639,Organic
Google,TXT4105597,Google
Instagram,TXU17108462,Instagram
Organic,TXV1251738,Organic
Google,TXW486598,Google
Facebook,TXX2215453,Facebook
Organic,TYA1551591,Organic
Offline Campaign,TYD824648,Offline Campaign
Facebook,TYH1355314,Facebook
Facebook,TYI1622632,Facebook
Instagram,TYN598010,Instagram
Organic,TYW617451,Organic
Offline Campaign,TYZ1041934,Offline Campaign
Offline Campaign,TZI637827,Offline Campaign
Offline Campaign,TZJ2071844,Offline Campaign
Offline Campaign,TZN2091980,Offline Campaign
Offline Campaign,TZO2154936,Offline Campaign
Snapchat,TZP1242441,Snapchat
Google,TZV943134,Google
Snapchat,TZY1692787,Snapchat
Google,UAB1547910,Google
Offline Campaign,UAD2264449,Offline Campaign
Snapchat,UAJ1687339,Snapchat
Facebook,UAO557351,Facebook
Offline Campaign,UBA1887075,Offline Campaign
Snapchat,UBH1190846,Snapchat
Snapchat,UBI1194335,Snapchat
Instagram,UBR1396402,Instagram
Offline Campaign,UCA1113899,Offline Campaign
Facebook,UCD396519,Facebook
Offline Campaign,UCR1783205,Offline Campaign
Facebook,UCS2129412,Facebook
Offline Campaign,UCU11102252,Offline Campaign
Offline Campaign,UCV2288275,Offline Campaign
Facebook,UDF1247670,Facebook
Snapchat,UDJ2029037,Snapchat
Organic,UEG2544895,Organic
Instagram,UEK1127723,Instagram
Snapchat,UEM1631416,Snapchat
Facebook,UEM2289295,Facebook
Snapchat,UEP17105846,Snapchat
Organic,UEU674127,Organic
Instagram,UEV8107886,Instagram
Instagram,UFG1098649,Instagram
Instagram,UFH136609,Instagram
Offline Campaign,UFJ1595820,Offline Campaign
Organic,UFK1022602,Organic
Offline Campaign,UFT1248681,Offline Campaign
Facebook,UFV715012,Facebook
Organic,UGA138472,Organic
Facebook,UGH2579002,Facebook
Instagram,UGK1056031,Instagram
Facebook,UGT2392838,Facebook
Facebook,UGU1785737,Facebook
Snapchat,UGU217817,Snapchat
Offline Campaign,UGY2325404,Offline Campaign
Offline Campaign,UHD10106335,Offline Campaign
Facebook,UHW812648,Facebook
Google,UHX2082089,Google
Offline Campaign,UIA1227105,Offline Campaign
Organic,UIC254864,Organic
Facebook,UIG2140431,Facebook
Snapchat,UIJ1252704,Snapchat
Organic,UIM13104478,Organic
Instagram,UIQ390468,Instagram
Facebook,UIX1619608,Facebook
Google,UIZ738577,Google
Facebook,UJO2642426,Facebook
Snapchat,UJP139645,Snapchat
Offline Campaign,UJQ2451849,Offline Campaign
Instagram,UJR1436021,Instagram
Offline Campaign,UKA1666951,Offline Campaign
Google,UKF1077124,Google
Organic,UKN262274,Organic
Facebook,UKS1827489,Facebook
Facebook,UKV1365985,Facebook
Snapchat,UKV1774907,Snapchat
Organic,ULB278438,Organic
Instagram,UMH994797,Instagram
Google,UMP2391671,Google
Snapchat,UNC2432724,Snapchat
Google,UNG39111,Google
Offline Campaign,UNI1290693,Offline Campaign
Facebook,UNJ2319137,Facebook
Snapchat,UNJ795142,Snapchat
Offline Campaign,UNN2292424,Offline Campaign
Offline Campaign,UNS611139,Offline Campaign
Offline Campaign,UNU2580283,Offline Campaign
Instagram,UOO274703,Instagram
Google,UOO496765,Google
Offline Campaign,UOS2185695,Offline Campaign
Facebook,UPD1918498,Facebook
Organic,UPE722923,Organic
Snapchat,UPG1868958,Snapchat
Offline Campaign,UPY455938,Offline Campaign
Google,UQG684402,Google
Organic,UQL139033,Organic
Facebook,URB1172117,Facebook
Organic,URB1670476,Organic
Facebook,URC174292,Facebook
Instagram,URF851132,Instagram
Facebook,URH3104790,Facebook
Snapchat,URL430954,Snapchat
Instagram,URT2536039,Instagram
Instagram,URX2670263,Instagram
Google,USD1776833,Google
Google,USH1732439,Google
Organic,USI2632169,Organic
Snapchat,USK3102420,Snapchat
Facebook,USS3100122,Facebook
Organic,USV16103065,Organic
Instagram,UTC190450,Instagram
Offline Campaign,UTG935901,Offline Campaign
Offline Campaign,UTI1321159,Offline Campaign
Facebook,UTL170386,Facebook
Instagram,UTP2328023,Instagram
Organic,UTZ2130564,Organic
Offline Campaign,UUI911994,Offline Campaign
Offline Campaign,UUJ2333231,Offline Campaign
Organic,UUJ662724,Organic
Instagram,UUN2240791,Instagram
Instagram,UUS1132550,Instagram
Offline Campaign,UVL340620,Offline Campaign
Instagram,UVV1231602,Instagram
Snapchat,UVX223085,Snapchat
Snapchat,UWC426652,Snapchat
Offline Campaign,UWN2527024,Offline Campaign
Facebook,UWP2685314,Facebook
Facebook,UWW246941,Facebook
Instagram,UWW880406,Instagram
Offline Campaign,UXC691662,Offline Campaign
Instagram,UXD2183529,Instagram
Offline Campaign,UXD7108738,Offline Campaign
Instagram,UXE1883055,Instagram
Organic,UXH2492763,Organic
Offline Campaign,UXN178163,Offline Campaign
Offline Campaign,UXN879341,Offline Campaign
Snapchat,UXR1741133,Snapchat
Offline Campaign,UXW2349014,Offline Campaign
Google,UXX2093834,Google
Organic,UYJ1850460,Organic
Google,UYM394503,Google
Facebook,UYR491155,Facebook
Snapchat,UYU2125614,Snapchat
Google,UYU2433825,Google
Organic,UYX2196357,Organic
Snapchat,UYZ1198253,Snapchat
Organic,UZH787846,Organic
Snapchat,UZK26101772,Snapchat
Facebook,UZR591128,Facebook
Google,UZY2347901,Google
Facebook,UZZ2128995,Facebook
Organic,VAG1726688,Organic
Instagram,VAP2550139,Instagram
Snapchat,VAQ2687156,Snapchat
Facebook,VBB2620370,Facebook
Facebook,VBM1036615,Facebook
Facebook,VBP2695265,Facebook
Facebook,VBS2518354,Facebook
Instagram,VBT375123,Instagram
Snapchat,VBT786259,Snapchat
Google,VBV2179332,Google
Offline Campaign,VBY2474376,Offline Campaign
Offline Campaign,VCB2466360,Offline Campaign
Offline Campaign,VCD2275411,Offline Campaign
Facebook,VCV1730282,Facebook
Organic,VDI248823,Organic
Facebook,VDM22102249,Facebook
Snapchat,VDU2170260,Snapchat
Snapchat,VDX2565838,Snapchat
Snapchat,VEF1070212,Snapchat
Instagram,VEH385977,Instagram
Offline Campaign,VEX1045582,Offline Campaign
Offline Campaign,VFO3104427,Offline Campaign
Organic,VFP460465,Organic
Offline Campaign,VFR2050856,Offline Campaign
Snapchat,VGD1112426,Snapchat
Organic,VGE1836156,Organic
Facebook,VGK1616500,Facebook
Organic,VGS1977268,Organic
Snapchat,VGY2557120,Snapchat
Facebook,VHD1265994,Facebook
Facebook,VHE513602,Facebook
Offline Campaign,VHH935163,Offline Campaign
Instagram,VHI1135160,Instagram
Instagram,VHK2021522,Instagram
Instagram,VHM1078003,Instagram
Organic,VHR846443,Organic
Instagram,VHV1462070,Instagram
Offline Campaign,VHX774505,Offline Campaign
Snapchat,VIA2215306,Snapchat
Instagram,VIA582335,Instagram
Google,VIC1046107,Google
Organic,VIE7103896,Organic
Facebook,VIK1068640,Facebook
Snapchat,VIK562838,Snapchat
Google,VIN1428695,Google
Instagram,VIN2226631,Instagram
Snapchat,VIQ859640,Snapchat
Snapchat,VIW366045,Snapchat
Offline Campaign,VIY371604,Offline Campaign
Facebook,VIZ2398553,Facebook
Google,VJE696822,Google
Instagram,VJG1414211,Instagram
Offline Campaign,VJK2153757,Offline Campaign
Facebook,VJT25103080,Facebook
Instagram,VKC1553115,Instagram
Google,VKG1832727,Google
Facebook,VKI1652056,Facebook
Snapchat,VKQ1590741,Snapchat
Facebook,VKS237431,Facebook
Instagram,VKS458047,Instagram
Instagram,VKT1183901,Instagram
Facebook,VKZ148337,Facebook
Snapchat,VLF21109200,Snapchat
Offline Campaign,VLN2014787,Offline Campaign
Instagram,VLT549956,Instagram
Google,VLU3106941,Google
Facebook,VLW5106596,Facebook
Offline Campaign,VMC1331329,Offline Campaign
Snapchat,VMD2137518,Snapchat
Instagram,VME1774841,Instagram
Google,VMJ576851,Google
Facebook,VMM1661848,Facebook
Instagram,VMO2242435,Instagram
Google,VMP788590,Google
Offline Campaign,VMQ389241,Offline Campaign
Google,VMV49303,Google
Google,VNC1225341,Google
Offline Campaign,VND517253,Offline Campaign
Organic,VNE2117295,Organic
Facebook,VNF459853,Facebook
Instagram,VNG1950019,Instagram
Google,VNH1535139,Google
Facebook,VNJ410953,Facebook
Snapchat,VNQ11102624,Snapchat
Snapchat,VNV1757801,Snapchat
Instagram,VOI1078321,Instagram
Offline Campaign,VOV1839369,Offline Campaign
Organic,VOW98565,Organic
Snapchat,VPE766168,Snapchat
Offline Campaign,VPF109954,Offline Campaign
Google,VPG2319473,Google
Snapchat,VPJ1217727,Snapchat
Organic,VPN2633606,Organic
Facebook,VPU472231,Facebook
Facebook,VPV724462,Facebook
Instagram,VPY2270851,Instagram
Snapchat,VQG1642597,Snapchat
Facebook,VQO2595307,Facebook
Instagram,VQQ1029040,Instagram
Organic,VQR886934,Organic
Organic,VQS2221588,Organic
Instagram,VQU363879,Instagram
Facebook,VRH483712,Facebook
Offline Campaign,VRL955062,Offline Campaign
Snapchat,VRV2671124,Snapchat
Google,VSD473740,Google
Offline Campaign,VSE1080190,Offline Campaign
Google,VSE613284,Google
Facebook,VSG1583892,Facebook
Instagram,VSK2317109,Instagram
Facebook,VSO185533,Facebook
Facebook,VSV2618525,Facebook
Offline Campaign,VTO968007,Offline Campaign
Offline Campaign,VTX419539,Offline Campaign
Instagram,VUB1834743,Instagram
Organic,VUC149152,Organic
Organic,VUD1356961,Organic
Facebook,VUJ1986571,Facebook
Facebook,VUJ2552713,Facebook
Snapchat,VUM2110905,Snapchat
Facebook,VUO1878360,Facebook
Organic,VUO511322,Organic
Offline Campaign,VUU1427966,Offline Campaign
Instagram,VUZ2169147,Instagram
Facebook,VVN2324234,Facebook
Google,VVO490867,Google
Facebook,VVR798982,Facebook
Google,VVS1818837,Google
Offline Campaign,VVZ159271,Offline Campaign
Organic,VWB1937395,Organic
Instagram,VWG2292574,Instagram
Snapchat,VWM1591374,Snapchat
Facebook,VWR1755626,Facebook
Snapchat,VWZ1520868,Snapchat
Facebook,VXE532394,Facebook
Snapchat,VXS115657,Snapchat
Snapchat,VXU172870,Snapchat
Google,VXV2285368,Google
Instagram,VYG2260147,Instagram
Instagram,VYJ178613,Instagram
Offline Campaign,VYJ487594,Offline Campaign
Organic,VYO1021948,Organic
Instagram,VYO344565,Instagram
Offline Campaign,VYS15103311,Offline Campaign
Snapchat,VYV2656793,Snapchat
Snapchat,VYV379152,Snapchat
Instagram,VYX1072306,Instagram
Offline Campaign,VYX1260705,Offline Campaign
Facebook,VZA1899411,Facebook
Facebook,VZH1866897,Facebook
Offline Campaign,VZL1292688,Offline Campaign
Facebook,VZL1697770,Facebook
Instagram,WAD775792,Instagram
Google,WAE965373,Google
Facebook,WAG1359760,Facebook
Facebook,WAH863381,Facebook
Google,WAV357219,Google
Offline Campaign,WAY2664749,Offline Campaign
Snapchat,WBN23107772,Snapchat
Snapchat,WBO2012663,Snapchat
Google,WBR672954,Google
Facebook,WBU164005,Facebook
Facebook,WCB534278,Facebook
Snapchat,WCG2511556,Snapchat
Facebook,WCK263606,Facebook
Instagram,WCQ2231410,Instagram
Google,WCZ1712018,Google
Organic,WDE1131845,Organic
Organic,WDF185572,Organic
